"ID","Date","State","Ride or Device","Device type","Manufacturer","Category","Age","Accident Description","Injury"
"899609","10-Jul-1996","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Load/Unload: scrape or stumble","12","Hit head upon entering the ride","Laceration"
"899610","10-Jul-1996","TX","waterslide","Water slide","","Patron flipped off inner tube or mat","","Flipped out of tube.","Laceration"
"899605","09-Jul-1996","TX","Rio Grande Train","Train","Zamperla","Ejection/fall from ride","24","Went under restraining ropes & off the train.","Bump, bruise"
"899607","09-Jul-1996","TX","Rio Grande Train","Train","Zamperla","Ejection/fall from ride","5","Crawled out of restraints & climbed off train.  Train hit customer before attendant could...",""
"899606","09-Jul-1996","TX","wooden coaster","Coaster - wooden","Roller Coaster Corporation of America","Abrupt stop/drop/lurch","47","Motion in coaster car.","Sprain, strain"
"899608","09-Jul-1996","TX","kiddie pool","Wet play","Whitewater West Industries Ltd.","Load/Unload: scrape or stumble","8","Hit ear while exiting helicopter.","Laceration"
"899604","08-Jul-1996","TX","wooden coaster","Coaster - wooden","Dinn","Body pain (normal motion)","27","Felt pain to neck after ride.","Strain"
"899603","08-Jul-1996","TX","Shotgun Falls","Water slide","Surf Coaster","Hyperextension or dislocation","45","Felt pain when she hit water","Dislocation"
"899601","06-Jul-1996","TX","Z64","Coaster - zyklon","Pinfari","Load/Unload: scrape or stumble","","Sprained ankle stepping from ride.","Sprain"
"899600","06-Jul-1996","TX","tube slide","Water slide","Wave Tek","Body pain (normal motion)","","Pain","Pain"
"899602","06-Jul-1996","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","6","Bumped chin on side of slide","Laceration"
"899598","05-Jul-1996","TX","Glass House","Fun house","Owens Trailers Inc.","Fall (climb or play area)","10","On slide, caught foot.","Broken collarbone"
"899599","05-Jul-1996","TX","waterslide","Water slide","Clark","Patron's body hit something (participatory attraction)","11","Hit head on side of slide","Pain"
"899597","04-Jul-1996","TX","waterslide","Water slide","Weller","Patron's body hit something (participatory attraction)","33","Cut hand on sharp object in pool","Laceration"
"899596","04-Jul-1996","TX","Shotgun Falls","Water slide","Surf Coaster","Load/Unload: scrape or stumble","9","Tripped over another guest's leg","Laceration"
"899595","04-Jul-1996","TX","water coaster waterslide","Water slide","","Patron flipped off inner tube or mat","","Flipped out of tube.","Laceration"
"899594","03-Jul-1996","TX","Swiss Bob","Coaster - bobsled","Intamin AG","Body pain (normal motion)","31","Pain felt when ride came to a stop.","Pain"
"899592","03-Jul-1996","TX","waterslide","Water slide","","Patron flipped off inner tube or mat","","Flipped out of tube.","Pain"
"899593","03-Jul-1996","TX","wave pool","Wave pool","","Patrons collided","17","Leaned back & bumped another patron.","Trauma"
"899591","02-Jul-1996","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","13","Hit by another kart and ran in the rail.","Pain, bit tongue"
"899590","02-Jul-1996","TX","waterslide","Water slide","New Wave Ride Inc.","Patron's body hit something (participatory attraction)","36","Hit first bump after flume.","Myalgia"
"899589","01-Jul-1996","TX","wooden coaster","Coaster - wooden","Roller Coaster Corporation of America","Abrupt stop/drop/lurch","51","Motion in coaster car.","Sprain, strain"
"899587","01-Jul-1996","TX","go kart","Go-kart","FKL Go Karts Inc","Collision: patron-controlled vehicles","","Struck by another kart & pushed in wall.","Lacerated"
"899586","01-Jul-1996","TX","waterslide","Water slide","","Body pain (normal motion)","","Pain","Pain"
"899588","01-Jul-1996","TX","waterslide","Water slide","Weller","Injured in queue or exit","5","Swinging on rail-slipped.","Laceration"
"899584","29-Jun-1996","TX","go kart","Go-kart","FKL Go Karts Inc","Collision: patron-controlled vehicles","","Collided with another kart.","Pain"
"899585","29-Jun-1996","TX","waterslide","Water slide","","Patron flipped off inner tube or mat","","Flipped out of tube.","Pain"
"899583","28-Jun-1996","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","13","Hit from behind while stopped at pit.","Pain"
"899582","27-Jun-1996","TX","Ultratwister","Coaster - pipeline","Togo","Unknown (not enough info)","7","Reinjury.","Myalgia"
"899580","26-Jun-1996","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","","Bumped foot on wall.","Pain"
"899581","26-Jun-1996","TX","unidentified","Unknown","","Load/Unload: scrape or stumble","","Hurt while entering ride.","Dislocation"
"899579","24-Jun-1996","TX","go kart","Go-kart","J & J Amusements, Inc","Go-kart or bumper car hit stationary object","","Lost control & hit rail & another go kart.","Sore"
"899578","23-Jun-1996","TX","wooden coaster","Coaster - wooden","Dinn","Body pain (normal motion)","6","Experienced pain after riding.","Strain"
"899576","23-Jun-1996","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","21","Hit head on flumes of Black Hole.","Dizzy, nausea"
"899577","23-Jun-1996","TX","waterslide","Water slide","Clark","Load/Unload: scrape or stumble","10","Hit knee on steps.","Laceration"
"899575","22-Jun-1996","TX","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","14","Lost control and hit rail.","Pain"
"899574","21-Jun-1996","TX","water coaster waterslide","Water slide","O.D. Hopkins Associates, Inc.","Unknown (not enough info)","28","Ride on raft with innertube.","Bruise"
"899573","20-Jun-1996","TX","Custom MK-700","Coaster - miscellaneous","Vekoma","Unknown (not enough info)","26","Laceration","Laceration"
"899572","20-Jun-1996","TX","speed slide","Water slide","","Body pain (normal motion)","","Pain","Pain"
"899571","18-Jun-1996","TX","shoot the chute","Shoot the chute","Intamin AG","Extremity hit something outside carrier","11","Caught between boat and wall.","Contusion"
"899570","17-Jun-1996","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Fall (climb or play area)","13","Fell out of tube.","Chipped, fell out"
"897662","14-Jun-1996","FL","Swinger","Swing ride","Hi-Lite Rides - Grover Watkins - Venture","Unknown (not enough info)","","Unk","Unk"
"899569","14-Jun-1996","TX","shoot the chute","Shoot the chute","Intamin AG","Patron hit something within ride vehicle","30","Struck the lap bar when boat came down.","Contusion"
"899564","14-Jun-1996","TX","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","23","She lot control and hit the rail.","Headache"
"899566","14-Jun-1996","TX","go kart","Go-kart","Soli","Go-kart or bumper car hit stationary object","6","Driver lost control and hit rail.","Bump"
"899567","14-Jun-1996","TX","dark ride","Track ride","","Equipment failure","20","Fuse box terminal broke under car.","Burns"
"899568","14-Jun-1996","TX","Corkscrew waterslide","Water slide","","Patrons collided","52","Man stood up on slide & fell on patron.","Pain"
"899565","14-Jun-1996","TX","waterslide","Water slide","","Patrons collided","24","Bumped heads with another guest","Laceration"
"899563","13-Jun-1996","TX","wooden coaster","Coaster - wooden","Dinn","Extremity hit something outside carrier","18","Holding hands up during ride, struck object.","Laceration"
"897663","13-Jun-1996","FL","Sling Shot","Bungee","","Equipment failure","","3/18/97 notice of claim from St. Paul","Unknown"
"899562","13-Jun-1996","TX","kiddie boat ride","Boat ride","J & J Amusements, Inc","Burn (includes friction burn)","3","Battery exploded.","Burns, fracture, bruises"
"898126","12-Jun-1996","NV","rafting ride","Rafting ride","","Ejection/fall from ride","","Patron landed in the catch basin of a water raft ride at a waterpark.","Patron was admitted to local hospital complaining of upper back pain."
"899560","11-Jun-1996","TX","tube slide","Water slide","Wave Tek","Unknown (not enough info)","","Fracture","Fracture"
"899561","11-Jun-1996","TX","wet play","Wet play","","Fall (climb or play area)","14","Fell on face & stomach.","Fracture"
"899559","09-Jun-1996","TX","shoot the chute","Shoot the chute","Intamin AG","Patron hit something within ride vehicle","36","Struck the lap bar when boat came down.","Fracture"
"899558","09-Jun-1996","TX","Custom MK-700","Coaster - miscellaneous","Vekoma","Patron hit something within ride vehicle","34","Hit head on side of metal bar.","Laceration"
"899557","08-Jun-1996","TX","wet play","Wet play","","Patron's body hit something (participatory attraction)","2","Hit head on side of slide.","Bruise"
"899554","07-Jun-1996","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","30","Hit head on bottom/side of pool.","Trauma, strain"
"899555","07-Jun-1996","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","16","Flipped over and struck head.","Pain"
"899556","07-Jun-1996","TX","waterslide","Water slide","","Patrons collided","","Bumped another guest.","Pain"
"899553","06-Jun-1996","TX","body slide","Water slide","","Patron flipped off inner tube or mat","33","Fell out of tube.","Sprain, strain"
"899552","06-Jun-1996","TX","wet play","Wet play","","Fall (climb or play area)","15","Jumped backward short of pool.","Bruise"
"899551","01-Jun-1996","TX","tube slide","Water slide","","Patron's body hit something (participatory attraction)","35","Struck pad bottom of pipeline.","Fracture"
"899550","01-Jun-1996","TX","waterslide","Water slide","Miracle Recreation Equipment","Body pain (normal motion)","15","Pain","Pain"
"899549","31-May-1996","TX","waterslide","Water slide","","Patrons collided","","Bumped another guest.","Laceration"
"898127","30-May-1996","NV","boat ride","Boat ride","","Patron hit something within ride vehicle","","Patron jammed arm on the lap bar of a boat ride.","Point tenderness on left wrist."
"899548","30-May-1996","TX","steel sitdown coaster","Coaster - miscellaneous","Schwarzkopf  Rides","Body pain (normal motion)","56","Felt lower back pain on hill after first loop.","Strain"
"899547","30-May-1996","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","15","Bumped side of slide","Loss of tooth"
"899546","28-May-1996","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","36","Bumped form behind by another kart.","Pain"
"899544","27-May-1996","TX","Scrambler","Sizzler/scrambler","Eli Bridge Co.","Load/Unload: hit or pinched by restraint","13","Patron shut bar on finger.","Bruise"
"899545","27-May-1996","TX","wooden coaster","Coaster - wooden","Dinn","Patron hit something within ride vehicle","52","Pushed sideways in car.","Fracture"
"899543","25-May-1996","TX","Scrambler","Sizzler/scrambler","Eli Bridge Co.","Ejection/fall from ride","35","Patron tried to exit ride before finished.","Pain"
"899539","25-May-1996","TX","waterslide","Water slide","","Hyperextension or dislocation","27","Lifting her child form a tube.","Dislocation"
"899541","25-May-1996","TX","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","15","Cut","Cut"
"899542","25-May-1996","TX","wave pool","Wave pool","","Patrons collided","44","Daughter pushed her off her tube.","Strain"
"899540","25-May-1996","TX","Shotgun Falls","Water slide","Surf Coaster","Patron's body hit something (participatory attraction)","19","Landed in wrong position.","Dislocation"
"899538","24-May-1996","TX","Scrambler","Sizzler/scrambler","Eli Bridge Co.","Patron hit something within ride vehicle","14","Pushed to the right side of the car.","Pain"
"899537","24-May-1996","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","4","Went down ride head first, hit head.","Pain"
"899536","23-May-1996","TX","waterslide","Water slide","","Hyperextension or dislocation","","Hyperextension","Hyperextension"
"899535","21-May-1996","TX","waterslide","Water slide","","Patron flipped off inner tube or mat","","Fell out of tube.","Laceration"
"899533","18-May-1996","TX","waterslide","Water slide","Wave Tek","Patron's body hit something (participatory attraction)","","Fell down.","Pain"
"899534","18-May-1996","TX","waterslide","Water slide","","Unknown (not enough info)","","Pain","Pain"
"899532","14-May-1996","TX","go kart","Go-kart","FKL Go Karts Inc","Go-kart or bumper car hit stationary object","","Hit wall.","Pain"
"899531","11-May-1996","TX","waterslide","Water slide","Wave Tek","Patrons collided","","Bumped another guest.","Pain"
"899530","03-May-1996","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","11","Bumped by another kart from behind.","Pain"
"899527","02-May-1996","TX","go kart","Go-kart","J & J Amusements, Inc","Collision: patron-controlled vehicles","17","Hit from behind.","Cut"
"899528","02-May-1996","TX","go kart","Go-kart","Soli","Collision: patron-controlled vehicles","13","Bumped from behind by another cart.","Bump"
"899529","02-May-1996","TX","go kart","Go-kart","FKL Go Karts Inc","Go-kart or bumper car hit stationary object","","Hit rail.","Contusion"
"898129","30-Apr-1996","NV","rafting ride","Rafting ride","","Patron hit something within ride vehicle","","Patron jammed right wrist while going into the trough area of a water ride.","Jammed right wrist"
"899526","27-Apr-1996","TX","go kart","Go-kart","FKL Go Karts Inc","Go-kart or bumper car hit stationary object","","Hit pit rail.","Bit"
"899524","26-Apr-1996","TX","tea cups","Spinning cups/tubs","Rideworks","Entrapment or pinch-point","12","Shoelace caught on ride unit.","Fracture"
